FBgn0000008	FBgn0114341	Dere\GG22167	EOG091902HN
FBgn0262599	FBgn0115822	Dere\GG23681	EOG091905S7
FBgn0262601	FBgn0116070	Dere\GG23931	EOG09190JA9
FBgn0262605	FBgn0103512	Dere\GG11211	EOG09190JBZ
FBgn0262607	FBgn0277532	Dere\GG26227	EOG09190IVQ
FBgn0262608	FBgn0110907	Dere\GG18698	EOG09190KXK
FBgn0262609	FBgn0277925	Dere\GG26620	EOG09190KXF
FBgn0262611	FBgn0278155	Dere\GG26850	EOG09190KRG
FBgn0262612	FBgn0111851	Dere\GG19649	EOG09190J8J
FBgn0262613	FBgn0278331	Dere\GG27026	EOG09190KM7
FBgn0262614	FBgn0109639	Dere\GG17413	EOG0919006K
FBgn0262617	FBgn0109718	Dere\GG17493	EOG0919008B
FBgn0262619	FBgn0115055	Dere\GG22898	EOG0919030B
FBgn0262624	FBgn0107089	Dere\GG14834	EOG09190DHZ
FBgn0262636	FBgn0108681	Dere\GG16450	EOG0919020T
FBgn0262647	FBgn0115849	Dere\GG23708	EOG091900YW
FBgn0262656	FBgn0110865	Dere\GG18655	EOG09190G6S
FBgn0262683	FBgn0105359	Dere\GG13086	EOG09190JFN
FBgn0262685	FBgn0110634	Dere\GG18419	EOG09190A57
FBgn0262699	FBgn0110736	Dere\GG18523	EOG091906AQ
FBgn0262714	FBgn0107844	Dere\GG15599	EOG091902B9
FBgn0262716	FBgn0107176	Dere\GG14922	EOG091908LF
FBgn0262717	FBgn0109830	Dere\GG17606	EOG091900RQ
FBgn0262719	FBgn0107333	Dere\GG15079	EOG0919006X
FBgn0262728	FBgn0115034	Dere\GG22877	EOG09190A66
FBgn0262730	FBgn0111776	Dere\GG19574	EOG091901BV
FBgn0262732	FBgn0105832	Dere\GG13561	EOG09190H4W
FBgn0262733	FBgn0106433	Dere\GG14172	EOG0919052W
FBgn0262734	FBgn0110185	Dere\GG17966	EOG09190DSX
FBgn0262736	FBgn0103125	Dere\GG10820	EOG09190HKS
FBgn0262737	FBgn0108467	Dere\GG16232	EOG0919092H
FBgn0262738	FBgn0110912	Dere\GG18703	EOG091901IO
FBgn0262739	FBgn0114628	Dere\GG22457	EOG091901MJ
FBgn0262740	FBgn0111062	Dere\GG18855	EOG091903F1
FBgn0262743	FBgn0113428	Dere\GG21248	EOG091901ZY
FBgn0262782	FBgn0116076	Dere\GG23937	EOG09190BJS
FBgn0262786	FBgn0115870	Dere\GG23730	EOG09190JOT
FBgn0262787	FBgn0107590	Dere\GG15338	EOG09190KSB
FBgn0262788	FBgn0277688	Dere\GG26383	EOG09190KCL
FBgn0262801	FBgn0105865	Dere\GG13600	EOG09190GBU
FBgn0262810	FBgn0278128	Dere\GG26823	EOG09190JOO
FBgn0262812	FBgn0115519	Dere\GG23368	EOG09190IWP
FBgn0262813	FBgn0278457	Dere\GG27152	EOG09190K90
FBgn0262814	FBgn0277945	Dere\GG26640	EOG09190KWP
FBgn0262816	FBgn0112791	Dere\GG20602	EOG09190I62
FBgn0262817	FBgn0278385	Dere\GG27080	EOG09190L0N
FBgn0262819	FBgn0112413	Dere\GG20222	EOG09190IJA
FBgn0262820	FBgn0277850	Dere\GG26545	EOG09190EZG
FBgn0262821	FBgn0277809	Dere\GG26504	EOG09190JDE
FBgn0262823	FBgn0108635	Dere\GG16403	EOG09190KA3
FBgn0262824	FBgn0277567	Dere\GG26262	EOG09190JON
FBgn0262827	FBgn0278238	Dere\GG26933	EOG09190IA1
FBgn0262838	FBgn0277775	Dere\GG26470	EOG09190KQG
FBgn0262839	FBgn0277766	Dere\GG26461	EOG09190KOT
FBgn0262840	FBgn0278580	Dere\GG27275	EOG09190KXQ
FBgn0262842	FBgn0278325	Dere\GG27020	EOG09190KWT
FBgn0262843	FBgn0277601	Dere\GG26296	EOG09190KNE
FBgn0262844	FBgn0278196	Dere\GG26891	EOG09190KTD
FBgn0262845	FBgn0277768	Dere\GG26463	EOG09190K12
FBgn0262846	FBgn0278318	Dere\GG27013	EOG09190KPA
FBgn0262854	FBgn0277876	Dere\GG26571	EOG09190HUA
FBgn0262866	FBgn0111951	Dere\GG19750	EOG091902IG
FBgn0262867	FBgn0103133	Dere\GG10828	EOG09190154
FBgn0262869	FBgn0107751	Dere\GG15501	EOG091901BB
FBgn0262870	FBgn0106428	Dere\GG14167	EOG0919006V
FBgn0262871	FBgn0114333	Dere\GG22159	EOG091905CH
FBgn0262872	FBgn0102767	Dere\GG10458	EOG091901UY
FBgn0262874	FBgn0277983	Dere\GG26678	EOG09190JS2
FBgn0262875	FBgn0277698	Dere\GG26393	EOG09190L14
FBgn0262876	FBgn0278486	Dere\GG27181	EOG09190KY6
FBgn0262877	FBgn0277649	Dere\GG26344	EOG09190L20
FBgn0262878	FBgn0277808	Dere\GG26503	EOG09190KR0
FBgn0262880	FBgn0277932	Dere\GG26627	EOG09190JNK
FBgn0262882	FBgn0277569	Dere\GG26264	EOG09190KKI
FBgn0262889	FBgn0114762	Dere\GG22591	EOG09190J6Y
FBgn0262894	FBgn0277953	Dere\GG26648	EOG09190KTK
FBgn0262899	FBgn0277835	Dere\GG26530	EOG09190K7T
FBgn0262900	FBgn0277813	Dere\GG26508	EOG09190KNT
FBgn0262937	FBgn0107032	Dere\GG14776	EOG091904T8
FBgn0262948	FBgn0278052	Dere\GG26747	EOG09190KIK
FBgn0262954	FBgn0114546	Dere\GG22374	EOG09190KO9
FBgn0262955	FBgn0109070	Dere\GG16840	EOG091900Z4
FBgn0262960	FBgn0277653	Dere\GG26348	EOG09190L0K
FBgn0262961	FBgn0278172	Dere\GG26867	EOG09190JYF
FBgn0262962	FBgn0277856	Dere\GG26551	EOG09190K95
FBgn0262966	FBgn0278548	Dere\GG27243	EOG09190J9S
FBgn0262975	FBgn0104741	Dere\GG12453	EOG09190387
FBgn0262976	FBgn0111260	Dere\GG19054	EOG09190KWY
FBgn0262980	FBgn0278095	Dere\GG26790	EOG09190L1M
FBgn0262982	FBgn0277750	Dere\GG26445	EOG09190IYK
FBgn0262984	FBgn0278398	Dere\GG27093	EOG09190IZF
FBgn0262985	FBgn0107584	Dere\GG15332	EOG09190KPZ
FBgn0262986	FBgn0278070	Dere\GG26765	EOG09190IAN
FBgn0262987	FBgn0277898	Dere\GG26593	EOG09190IEL
FBgn0263000	FBgn0113036	Dere\GG20850	EOG09190J7M
FBgn0263004	FBgn0278073	Dere\GG26768	EOG09190FSC
FBgn0263005	FBgn0111727	Dere\GG19525	EOG09190343
FBgn0263006	FBgn0112178	Dere\GG19978	EOG091901LU
FBgn0263020	FBgn0277586	Dere\GG26281	EOG09190J8L
FBgn0263022	FBgn0112546	Dere\GG20355	EOG09190G16
FBgn0263023	FBgn0277941	Dere\GG26636	EOG09190IQR
FBgn0263025	FBgn0103867	Dere\GG11570	EOG09190BWB
FBgn0263026	FBgn0102759	Dere\GG10450	EOG09190KYY
FBgn0263027	FBgn0102760	Dere\GG10451	EOG091909Y2
FBgn0263029	FBgn0277825	Dere\GG26520	EOG09190KK9
FBgn0263030	FBgn0277604	Dere\GG26299	EOG09190FQY
FBgn0263031	FBgn0113947	Dere\GG21769	EOG09190J23
FBgn0263032	FBgn0277790	Dere\GG26485	EOG09190HUM
FBgn0263033	FBgn0114396	Dere\GG22223	EOG09190EB8
FBgn0263034	FBgn0105452	Dere\GG13180	EOG09190G4J
FBgn0263035	FBgn0278300	Dere\GG26995	EOG09190GRA
FBgn0263036	FBgn0277862	Dere\GG26557	EOG09190BN8
FBgn0263038	FBgn0102468	Dere\GG10157	EOG091902KW
FBgn0263040	FBgn0109162	Dere\GG16934	EOG09190DCC
FBgn0263041	FBgn0109163	Dere\GG16935	EOG09190DCB
FBgn0263046	FBgn0277845	Dere\GG26540	EOG09190KEL
FBgn0263047	FBgn0103429	Dere\GG11127	EOG09190K15
FBgn0263048	FBgn0103430	Dere\GG11128	EOG091907O0
FBgn0263050	FBgn0113695	Dere\GG21517	EOG091907ZQ
FBgn0263051	FBgn0113696	Dere\GG21518	EOG09190HVU
FBgn0263072	FBgn0111117	Dere\GG18910	EOG091900UE
FBgn0263076	FBgn0113976	Dere\GG21798	EOG0919040U
FBgn0263077	FBgn0115441	Dere\GG23290	EOG091902UU
FBgn0263079	FBgn0113875	Dere\GG21697	EOG0919044D
FBgn0263082	FBgn0277521	Dere\GG26216	EOG09190K07
FBgn0263084	FBgn0112249	Dere\HP1Lcsd	EOG09190K9X
FBgn0263102	FBgn0112331	Dere\GG20137	EOG0919059L
FBgn0263106	FBgn0066251	Dere\DnaJ-1	EOG09190DTR
FBgn0263108	FBgn0107160	Dere\GG14906	EOG091905CK
FBgn0263109	FBgn0115340	Dere\GG23188	EOG091900IL
FBgn0263110	FBgn0107457	Dere\GG15204	EOG0919003I
FBgn0263112	FBgn0108643	Dere\GG16411	EOG09190651
FBgn0263113	FBgn0113971	Dere\GG21793	EOG091900XD
FBgn0263114	FBgn0277956	Dere\GG26651	EOG09190IWD
FBgn0263116	FBgn0113113	Dere\GG20929	EOG0919051V
FBgn0263117	FBgn0104820	Dere\GG12532	EOG091909A2
FBgn0263118	FBgn0103773	Dere\GG11475	EOG09190EDF
FBgn0263120	FBgn0115527	Dere\GG23376	EOG09190308
FBgn0263131	FBgn0108113	Dere\GG15877	EOG091900JY
FBgn0263132	FBgn0110553	Dere\GG18337	EOG0919004K
FBgn0263133	FBgn0115690	Dere\GG23544	EOG091903B9
FBgn0263143	FBgn0104775	Dere\GG12487	EOG091906FX
FBgn0263144	FBgn0115352	Dere\GG23201	EOG091901T4
FBgn0263197	FBgn0113229	Dere\GG21046	EOG091900QU
FBgn0263198	FBgn0113335	Dere\GG21152	EOG091905YX
FBgn0263199	FBgn0107299	Dere\GG15045	EOG091907RY
FBgn0263200	FBgn0115741	Dere\GG23600	EOG091909Q3
FBgn0263216	FBgn0111157	Dere\GG18951	EOG09190H8V
FBgn0263219	FBgn0106555	Dere\GG14294	EOG0919008H
FBgn0263220	FBgn0111143	Dere\GG18937	EOG091903VL
FBgn0263231	FBgn0109662	Dere\GG17436	EOG0919066Q
FBgn0263232	FBgn0277591	Dere\GG26286	EOG091907I2
FBgn0263233	FBgn0114369	Dere\GG22195	EOG09190JYN
FBgn0263236	FBgn0104314	Dere\GG12022	EOG091901P9
FBgn0263237	FBgn0110717	Dere\GG18504	EOG09190B2S
FBgn0263239	FBgn0107404	Dere\GG15151	EOG09190AJJ
FBgn0263240	FBgn0103047	Dere\GG10742	EOG09190C0D
FBgn0263241	FBgn0107724	Dere\GG15474	EOG091907QV
FBgn0263250	FBgn0278412	Dere\GG27107	EOG09190JUL
FBgn0263251	FBgn0107677	Dere\GG15426	EOG09190GIB
FBgn0263256	FBgn0102825	Dere\GG10517	EOG091903RQ
FBgn0263257	FBgn0111607	Dere\GG19404	EOG091900ZN
FBgn0263258	FBgn0110384	Dere\GG18168	EOG091903GU
FBgn0263260	FBgn0117362	Dere\GG25238	EOG09190G3Z
FBgn0263270	FBgn0278231	Dere\GG26926	EOG09190J5K
FBgn0263278	FBgn0102720	Dere\GG10411	EOG091906PG
FBgn0263289	FBgn0103783	Dere\GG11485	EOG0919005A
FBgn0263314	FBgn0277570	Dere\GG26265	EOG09190JDQ
FBgn0263316	FBgn0110449	Dere\GG18233	EOG091900RY
FBgn0263320	FBgn0278001	Dere\GG26696	EOG09190KPI
FBgn0263321	FBgn0278236	Dere\GG26931	EOG09190J1E
FBgn0263322	FBgn0278146	Dere\GG26841	EOG09190KWU
FBgn0263346	FBgn0104851	Dere\GG12563	EOG091902K9
FBgn0263351	FBgn0084964	Dere\AP-50	EOG091907QM
FBgn0263352	FBgn0107336	Dere\GG15082	EOG0919021E
FBgn0263353	FBgn0105329	Dere\GG13056	EOG09190BC0
FBgn0263354	FBgn0115997	Dere\GG23858	EOG091904YU
FBgn0263355	FBgn0113413	Dere\GG21233	EOG091907RD
FBgn0263386	FBgn0278045	Dere\GG26740	EOG09190KUP
FBgn0263389	FBgn0278583	Dere\GG27278	EOG09190IEN
FBgn0263390	FBgn0104762	Dere\GG12474	EOG091904M3
FBgn0263391	FBgn0113093	Dere\GG20909	EOG091900F1
FBgn0263392	FBgn0106757	Dere\GG14498	EOG091900DJ
FBgn0263395	FBgn0114128	Dere\GG21950	EOG091901MW
FBgn0263396	FBgn0109263	Dere\GG17035	EOG09190EW8
FBgn0263397	FBgn0112631	Dere\GG20441	EOG091901LV
FBgn0263398	FBgn0103576	Dere\GG11275	EOG09190CMA
FBgn0263399	FBgn0277611	Dere\GG26306	EOG09190KPR
FBgn0263400	FBgn0278232	Dere\GG26927	EOG09190DYI
FBgn0263401	FBgn0277539	Dere\GG26234	EOG09190KW6
FBgn0263403	FBgn0277699	Dere\GG26394	EOG09190L1U
FBgn0263456	FBgn0106636	Dere\GG14377	EOG0919022L
FBgn0263490	FBgn0103605	Dere\GG11304	EOG091900W8
FBgn0263510	FBgn0112347	Dere\GG20153	EOG0919097V
FBgn0263511	FBgn0110977	Dere\GG18769	EOG09190EMQ
FBgn0263512	FBgn0110706	Dere\GG18493	EOG09190A76
FBgn0263593	FBgn0102978	Dere\GG10671	EOG091901Q1
FBgn0263594	FBgn0104683	Dere\GG12395	EOG091907W4
FBgn0263598	FBgn0115943	Dere\GG23804	EOG0919046Y
FBgn0263599	FBgn0105782	Dere\GG13510	EOG0919006Q
FBgn0263600	FBgn0105780	Dere\GG13508	EOG0919014M
FBgn0263601	FBgn0105778	Dere\GG13506	EOG091901CG
FBgn0263602	FBgn0105772	Dere\GG13500	EOG091909KY
FBgn0263603	FBgn0105768	Dere\GG13496	EOG091903S8
FBgn0263605	FBgn0105760	Dere\GG13488	EOG091903MH
FBgn0263606	FBgn0278467	Dere\GG27162	EOG09190F6M
FBgn0263607	FBgn0108201	Dere\GG15966	EOG09190DBW
FBgn0263608	FBgn0108202	Dere\GG15967	EOG09190AOM
FBgn0263621	FBgn0277963	Dere\GG26658	EOG09190KXZ
FBgn0263647	FBgn0107801	Dere\GG15553	EOG09190JEQ
FBgn0263655	FBgn0277508	Dere\GG26203	EOG09190J47
FBgn0263656	FBgn0277780	Dere\GG26475	EOG09190IU3
FBgn0263667	FBgn0115057	Dere\GG22900	EOG0919012X
FBgn0263697	FBgn0112599	Dere\GG20409	EOG091907JU
FBgn0263705	FBgn0110598	Dere\GG18382	EOG0919004I
FBgn0263706	FBgn0110396	Dere\GG18180	EOG091900D5
FBgn0263707	FBgn0277886	Dere\GG26581	EOG09190K4W
FBgn0263738	FBgn0108815	Dere\GG16585	EOG091905F2
FBgn0263741	FBgn0113017	Dere\GG20831	EOG09190K0O
FBgn0263742	FBgn0113016	Dere\GG20830	EOG09190HTM
FBgn0263743	FBgn0278512	Dere\GG27207	EOG09190GC3
FBgn0263747	FBgn0110132	Dere\GG17912	EOG091900LZ
FBgn0263748	FBgn0277883	Dere\GG26578	EOG09190FLJ
FBgn0263750	FBgn0278246	Dere\GG26941	EOG09190EGS
FBgn0263755	FBgn0042064	Dere\eIF-2gamma	EOG091902DX
FBgn0263757	FBgn0108826	Dere\GG16596	EOG09190IVB
FBgn0263761	FBgn0277717	Dere\GG26412	EOG09190KD5
FBgn0263772	FBgn0110898	Dere\GG18688	EOG09190193
FBgn0263773	FBgn0113768	Dere\GG21590	EOG09190JFW
FBgn0263774	FBgn0114669	Dere\GG22498	EOG091908RG
FBgn0263776	FBgn0106212	Dere\GG13950	EOG09190547
FBgn0263777	FBgn0278348	Dere\GG27043	EOG09190KZC
FBgn0263780	FBgn0277578	Dere\GG26273	EOG091902E9
FBgn0263782	FBgn0103526	Dere\GG11225	EOG091902JE
FBgn0263829	FBgn0111956	Dere\GG19755	EOG09190CYV
FBgn0263830	FBgn0109731	Dere\GG17506	EOG09190EO6
FBgn0263831	FBgn0106401	Dere\GG14140	EOG0919049Q
FBgn0263832	FBgn0107438	Dere\GG15185	EOG091907VD
FBgn0263841	FBgn0277680	Dere\GG26375	EOG09190K4Z
FBgn0263846	FBgn0117095	Dere\GG24966	EOG091900CM
FBgn0263848	FBgn0277526	Dere\GG26221	EOG09190IL4
FBgn0263849	FBgn0277966	Dere\GG26661	EOG09190IEK
FBgn0263852	FBgn0115594	Dere\GG23447	EOG09190JIG
FBgn0263855	FBgn0103147	Dere\GG10842	EOG091901AJ
FBgn0263863	FBgn0103454	Dere\GG11153	EOG09190CC9
FBgn0263864	FBgn0112840	Dere\GG20652	EOG091900JR
FBgn0263873	FBgn0113390	Dere\GG21210	EOG0919006J
FBgn0263911	FBgn0105496	Dere\GG13224	EOG09190KH7
FBgn0263916	FBgn0102730	Dere\GG10421	EOG09190ARP
FBgn0263929	FBgn0109100	Dere\GG16872	EOG0919025A
FBgn0263930	FBgn0106614	Dere\GG14354	EOG091904VR
FBgn0263933	FBgn0116847	Dere\GG24716	EOG091905PX
FBgn0263934	FBgn0115409	Dere\GG23258	EOG091901N9
FBgn0263968	FBgn0111818	Dere\GG19616	EOG09190036
FBgn0263971	FBgn0115842	Dere\GG23701	EOG09190KOF
FBgn0263973	FBgn0106317	Dere\GG14055	EOG091901B1
FBgn0263974	FBgn0115137	Dere\GG22980	EOG091900KB
FBgn0263977	FBgn0105418	Dere\GG13145	EOG09190H96
FBgn0263979	FBgn0109125	Dere\GG16897	EOG091907A1
FBgn0263980	FBgn0112710	Dere\GG20520	EOG091900EZ
FBgn0263982	FBgn0278506	Dere\GG27201	EOG09190KV7
FBgn0263986	FBgn0103460	Dere\GG11159	EOG091903A5
FBgn0263987	FBgn0110710	Dere\GG18497	EOG091905F1
FBgn0263988	FBgn0106943	Dere\GG14687	EOG0919030X
FBgn0263993	FBgn0111821	Dere\GG19619	EOG091902LA
FBgn0263994	FBgn0110087	Dere\GG17867	EOG091904U2
FBgn0263995	FBgn0114753	Dere\GG22582	EOG09190BJU
FBgn0263997	FBgn0110568	Dere\GG18352	EOG09190GPN
FBgn0263998	FBgn0114698	Dere\GG22527	EOG091901T1
FBgn0263999	FBgn0278469	Dere\GG27164	EOG0919096X
FBgn0264000	FBgn0106642	Dere\GG14383	EOG091901TI
FBgn0264001	FBgn0106020	Dere\bru-3	EOG091909OB
FBgn0264002	FBgn0107111	Dere\GG14856	EOG0919087C
FBgn0264005	FBgn0114468	Dere\GG22296	EOG09190D2X
FBgn0264075	FBgn0109625	Dere\GG17399	EOG0919065N
FBgn0264078	FBgn0110074	Dere\GG17854	EOG091908NK
FBgn0264081	FBgn0278125	Dere\GG26820	EOG09190GPV
FBgn0264087	FBgn0115666	Dere\GG23520	EOG09190141
FBgn0264089	FBgn0114497	Dere\GG22325	EOG091900AW
FBgn0264090	FBgn0111408	Dere\GG19202	EOG09190763
FBgn0264260	FBgn0277519	Dere\GG26214	EOG09190K82
FBgn0264270	FBgn0109859	Dere\GG17637	EOG09190CBN
FBgn0264272	FBgn0107020	Dere\GG14764	EOG091901TX
FBgn0264273	FBgn0112792	Dere\GG20603	EOG091902PT
FBgn0264291	FBgn0114268	Dere\GG22093	EOG09190HAR
FBgn0264294	FBgn0115436	Dere\GG23285	EOG09190I6B
FBgn0264295	FBgn0277623	Dere\GG26318	EOG09190KY8
FBgn0264296	FBgn0117108	Dere\GG24979	EOG09190KBS
FBgn0264301	FBgn0278097	Dere\GG26792	EOG09190EEO
FBgn0264302	FBgn0107232	Dere\GG14978	EOG09190HVM
FBgn0264303	FBgn0107233	Dere\GG14979	EOG09190KQE
FBgn0264305	FBgn0107306	Dere\GG15052	EOG091901GN
FBgn0264308	FBgn0102521	Dere\GG10211	EOG091905MK
FBgn0264324	FBgn0103914	Dere\GG11617	EOG0919007D
FBgn0264325	FBgn0104667	Dere\GG12379	EOG091908I1
FBgn0264326	FBgn0103500	Dere\GG11199	EOG09190077
FBgn0264329	FBgn0277530	Dere\GG26225	EOG09190KPY
FBgn0264339	FBgn0115014	Dere\GG22857	EOG091900W7
FBgn0264340	FBgn0278036	Dere\GG26731	EOG09190IGL
FBgn0264342	FBgn0278056	Dere\GG26751	EOG09190M9A
FBgn0264343	FBgn0278266	Dere\GG26961	EOG09190IR6
FBgn0264357	FBgn0116575	Dere\GG24443	EOG091901SJ
FBgn0264361	FBgn0278522	Dere\GG27217	EOG09190L2L
FBgn0264362	FBgn0277587	Dere\GG26282	EOG09190KYT
FBgn0264364	FBgn0277520	Dere\GG26215	EOG09190KV6
FBgn0264377	FBgn0278262	Dere\GG26957	EOG09190KME
FBgn0264386	FBgn0109915	Dere\GG17693	EOG091900BJ
FBgn0264389	FBgn0111627	Dere\GG19424	EOG09190ERH
FBgn0264395	FBgn0278344	Dere\GG27039	EOG09190KJL
FBgn0264432	FBgn0115991	Dere\GG23852	EOG09190KBC
FBgn0264433	FBgn0278401	Dere\GG27096	EOG09190IP5
FBgn0264442	FBgn0115853	Dere\GG23712	EOG091904BE
FBgn0264443	FBgn0113775	Dere\GG21597	EOG09190870
FBgn0264449	FBgn0105026	Dere\GG12739	EOG091900KZ
FBgn0264477	FBgn0278564	Dere\GG27259	EOG09190KWF
FBgn0264478	FBgn0278080	Dere\GG26775	EOG09190KO0
FBgn0264486	FBgn0107851	Dere\GG15606	EOG09190FOR
FBgn0264487	FBgn0277817	Dere\GG26512	EOG09190JW5
FBgn0264488	FBgn0107796	Dere\GG15548	EOG0919006L
FBgn0264489	FBgn0107666	Dere\GG15415	EOG091901GU
FBgn0264490	FBgn0103399	Dere\GG11097	EOG091902QC
FBgn0264491	FBgn0103406	Dere\GG11104	EOG09190B1R
FBgn0264492	FBgn0105432	Dere\GG13159	EOG09190B0Y
FBgn0264493	FBgn0113766	Dere\GG21588	EOG0919066A
FBgn0264494	FBgn0116938	Dere\GG24808	EOG0919030G
FBgn0264495	FBgn0105707	Dere\GG13435	EOG091900LD
FBgn0264502	FBgn0110595	Dere\GG18379	EOG091900PZ
FBgn0264503	FBgn0110564	Dere\GG18348	EOG09190268
FBgn0264516	FBgn0278307	Dere\GG27002	EOG09190JYW
FBgn0264542	FBgn0111752	Dere\GG19550	EOG091901OI
FBgn0264543	FBgn0278417	Dere\GG27112	EOG09190KT0
FBgn0264546	FBgn0277742	Dere\GG26437	EOG09190KTX
FBgn0264552	FBgn0278050	Dere\GG26745	EOG09190K6V
FBgn0264560	FBgn0112465	Dere\GG20274	EOG091900H9
FBgn0264562	FBgn0105169	Dere\GG12896	EOG091903TF
FBgn0264563	FBgn0278190	Dere\GG26885	EOG09190L00
FBgn0264566	FBgn0278227	Dere\GG26922	EOG09190K35
FBgn0264574	FBgn0107006	Dere\GG14750	EOG0919016Z
FBgn0264598	FBgn0104906	Dere\GG12618	EOG0919008D
FBgn0264605	FBgn0108095	Dere\GG15857	EOG09190K6P
FBgn0264606	FBgn0106761	Dere\GG14502	EOG091900ZU
FBgn0264607	FBgn0108653	Dere\GG16421	EOG091905LA
FBgn0264672	FBgn0116984	Dere\GG24854	EOG091905JA
FBgn0264691	FBgn0111174	Dere\GG18968	EOG09190BIS
FBgn0264693	FBgn0106481	Dere\GG14220	EOG091908IS
FBgn0264694	FBgn0109453	Dere\GG17226	EOG09190FXO
FBgn0264695	FBgn0114936	Dere\GG22771	EOG091900AG
FBgn0264699	FBgn0277482	Dere\GG26177	EOG091901X8
FBgn0264707	FBgn0106973	Dere\GG14717	EOG0919002X
FBgn0264711	FBgn0108449	Dere\GG16214	EOG091901DG
FBgn0264712	FBgn0105081	Dere\GG12804	EOG09190E20
FBgn0264714	FBgn0278175	Dere\GG26870	EOG09190KK5
FBgn0264725	FBgn0277694	Dere\GG26389	EOG09190K91
FBgn0264738	FBgn0111298	Dere\GG19092	EOG09190F8D
FBgn0264739	FBgn0278317	Dere\GG27012	EOG09190JHN
FBgn0264740	FBgn0104680	Dere\GG12392	EOG09190HIJ
FBgn0264741	FBgn0104679	Dere\GG12391	EOG09190HIQ
FBgn0264742	FBgn0277778	Dere\GG26473	EOG09190JHD
FBgn0264743	FBgn0117175	Dere\GG25046	EOG09190GF1
FBgn0264744	FBgn0116588	Dere\GG24456	EOG09190CDC
FBgn0264750	FBgn0102602	Dere\GG10293	EOG09190KIF
FBgn0264751	FBgn0278403	Dere\GG27098	EOG09190K5J
FBgn0264753	FBgn0113099	Dere\GG20915	EOG091901NS
FBgn0264775	FBgn0277472	Dere\GG26167	EOG09190FFS
FBgn0264776	FBgn0112676	Dere\GG20486	EOG09190EU8
FBgn0264785	FBgn0105002	Dere\GG12715	EOG09190920
FBgn0264810	FBgn0116389	Dere\GG24257	EOG09190HOD
FBgn0264815	FBgn0102604	Dere\GG10295	EOG0919024X
FBgn0264816	FBgn0115048	Dere\GG22891	EOG09190DM3
FBgn0264829	FBgn0278167	Dere\GG26862	EOG09190JU7
FBgn0264836	FBgn0109222	Dere\GG16994	EOG09190KL7
FBgn0264848	FBgn0107824	Dere\GG15578	EOG09190GC7
FBgn0264855	FBgn0116783	Dere\GG24651	EOG091901QS
FBgn0264894	FBgn0115972	Dere\GG23833	EOG091900NK
FBgn0264895	FBgn0115671	Dere\GG23525	EOG091902PD
FBgn0264897	FBgn0277625	Dere\GG26320	EOG09190L3F
FBgn0264907	FBgn0103700	Dere\GG11400	EOG091902RJ
FBgn0264908	FBgn0105786	Dere\GG13514	EOG091902F8
FBgn0264911	FBgn0278127	Dere\GG26822	EOG09190DWV
FBgn0264922	FBgn0115706	Dere\GG23561	EOG09190JPO
FBgn0264953	FBgn0102827	Dere\GG10519	EOG0919004E
FBgn0264954	FBgn0110882	Dere\GG18672	EOG091906HB
FBgn0264959	FBgn0115342	Dere\GG23190	EOG091905S1
FBgn0264962	FBgn0114560	Dere\GG22388	EOG091900P8
FBgn0264975	FBgn0110475	Dere\GG18259	EOG091900XC
FBgn0264978	FBgn0116647	Dere\GG24515	EOG091904HC
FBgn0264979	FBgn0116971	Dere\GG24841	EOG091909R1
FBgn0264988	FBgn0278510	Dere\GG27205	EOG09190KQY
FBgn0265001	FBgn0116148	Dere\GG24009	EOG091907O3
FBgn0265002	FBgn0116122	Dere\GG23983	EOG091900H5
FBgn0265003	FBgn0115376	Dere\GG23225	EOG091901ZB
FBgn0265011	FBgn0102907	Dere\GG10599	EOG091904Q6
FBgn0265041	FBgn0277812	Dere\GG26507	EOG09190KKP
FBgn0265042	FBgn0103494	Dere\GG11193	EOG091905NQ
FBgn0265045	FBgn0114491	Dere\GG22319	EOG09190006
FBgn0265046	FBgn0277621	Dere\GG26316	EOG09190KU3
FBgn0265048	FBgn0112513	Dere\GG20322	EOG091900L7
FBgn0265063	FBgn0278162	Dere\GG26857	EOG09190L01
FBgn0265082	FBgn0104884	Dere\GG12596	EOG09190021
FBgn0265083	FBgn0109312	Dere\GG17084	EOG09190KK6
FBgn0265084	FBgn0277442	Dere\GG26137	EOG0919042D
FBgn0265089	FBgn0106553	Dere\GG14292	EOG09190DLX
FBgn0265101	FBgn0084762	Dere\GG17461	EOG09190GT2
FBgn0265102	FBgn0107338	Dere\GG15084	EOG091900YC
FBgn0265137	FBgn0103095	Dere\GG10790	EOG09190CL1
FBgn0265139	FBgn0105131	Dere\GG12856	EOG091909OJ
FBgn0265140	FBgn0113315	Dere\GG21132	EOG091900YJ
FBgn0265158	FBgn0278335	Dere\GG27030	EOG09190KSQ
FBgn0265174	FBgn0112835	Dere\GG20647	EOG091908GO
FBgn0265178	FBgn0112771	Dere\GG20581	EOG0919095N
FBgn0265180	FBgn0114276	Dere\GG22101	EOG09190AT9
FBgn0265182	FBgn0115171	Dere\GG23014	EOG0919094G
FBgn0265184	FBgn0114330	Dere\GG22156	EOG09190BVL
FBgn0265185	FBgn0114705	Dere\GG22534	EOG09190BK3
FBgn0265186	FBgn0114706	Dere\GG22535	EOG0919079K
FBgn0265187	FBgn0064639	Dere\GG22821	EOG091903GM
