FBgn0000008	FBgn0231782	Dyak\GE14160	EOG091902HN
FBgn0052061	FBgn0238991	Dyak\GE21745	EOG09190EHJ
FBgn0052062	FBgn0238995	Dyak\GE21749	EOG09190BTB
FBgn0052066	FBgn0237583	Dyak\GE20264	EOG09190BFM
FBgn0052068	FBgn0239003	Dyak\GE21758	EOG09190GM5
FBgn0052069	FBgn0237565	Dyak\GE20246	EOG09190KN0
FBgn0052075	FBgn0237564	Dyak\GE20245	EOG0919098A
FBgn0052076	FBgn0239040	Dyak\GE21795	EOG091908V0
FBgn0052079	FBgn0239022	Dyak\GE21777	EOG0919088C
FBgn0052081	FBgn0239023	Dyak\GE21778	EOG091908FI
FBgn0052082	FBgn0239039	Dyak\GE21794	EOG091902LQ
FBgn0052085	FBgn0237512	Dyak\GE20190	EOG091905D8
FBgn0052086	FBgn0237522	Dyak\GE20201	EOG091906HU
FBgn0052087	FBgn0239087	Dyak\GE21844	EOG09190A4X
FBgn0052088	FBgn0239086	Dyak\GE21843	EOG09190271
FBgn0052091	FBgn0239076	Dyak\GE21833	EOG0919050O
FBgn0052095	FBgn0237497	Dyak\GE20175	EOG09190BFG
FBgn0052099	FBgn0276227	Dyak\GE28072	EOG09190D0E
FBgn0052100	FBgn0239134	Dyak\GE21895	EOG091908GS
FBgn0052103	FBgn0237447	Dyak\GE20124	EOG091905A8
FBgn0052104	FBgn0237449	Dyak\GE20126	EOG0919011L
FBgn0052105	FBgn0239137	Dyak\GE21898	EOG091909PM
FBgn0052106	FBgn0237421	Dyak\GE20098	EOG0919017G
FBgn0052109	FBgn0239158	Dyak\GE21920	EOG09190I0N
FBgn0052110	FBgn0276516	Dyak\GE28361	EOG09190CCN
FBgn0052112	FBgn0239157	Dyak\GE21919	EOG091905WW
FBgn0052113	FBgn0239160	Dyak\GE21922	EOG0919001X
FBgn0052115	FBgn0235437	Dyak\GE18003	EOG0919054Q
FBgn0052117	FBgn0237412	Dyak\GE20088	EOG09190G6A
FBgn0052119	FBgn0237398	Dyak\GE20074	EOG091908JD
FBgn0052121	FBgn0237391	Dyak\GE20067	EOG091906BB
FBgn0052137	FBgn0239220	Dyak\GE21987	EOG0919063W
FBgn0052141	FBgn0239240	Dyak\GE22007	EOG09190GRO
FBgn0052161	FBgn0237209	Dyak\GE19879	EOG09190EVZ
FBgn0052163	FBgn0237193	Dyak\GE19863	EOG09190I4L
FBgn0052170	FBgn0275455	Dyak\GE27300	EOG09190AU5
FBgn0052174	FBgn0239379	Dyak\GE22150	EOG09190FHJ
FBgn0052176	FBgn0237240	Dyak\GE19910	EOG091909HJ
FBgn0052177	FBgn0239361	Dyak\GE22132	EOG09190E49
FBgn0052179	FBgn0239360	Dyak\GE22131	EOG09190F1B
FBgn0052181	FBgn0237258	Dyak\GE19929	EOG09190GWM
FBgn0052182	FBgn0237256	Dyak\GE19927	EOG09190828
FBgn0052183	FBgn0237255	Dyak\GE19926	EOG09190972
FBgn0052185	FBgn0237247	Dyak\GE19917	EOG09190ITP
FBgn0052187	FBgn0239347	Dyak\GE22118	EOG091908DF
FBgn0052190	FBgn0239349	Dyak\GE22120	EOG09190CC8
FBgn0052191	FBgn0239346	Dyak\GE22117	EOG09190632
FBgn0052199	FBgn0237291	Dyak\GE19962	EOG091905ZP
FBgn0052201	FBgn0237289	Dyak\GE19960	EOG091905OU
FBgn0052202	FBgn0237297	Dyak\GE19969	EOG09190I7T
FBgn0052204	FBgn0239756	Dyak\GE22537	EOG09190BXR
FBgn0052206	FBgn0275771	Dyak\GE27616	EOG09190166
FBgn0052220	FBgn0239669	Dyak\GE22447	EOG09190GFB
FBgn0052230	FBgn0239872	Dyak\GE22660	EOG09190JVX
FBgn0052232	FBgn0237886	Dyak\GE20578	EOG091902KH
FBgn0052237	FBgn0237889	Dyak\GE20581	EOG091905E5
FBgn0052238	FBgn0238720	Dyak\GE21463	EOG0919079U
FBgn0052240	FBgn0237927	Dyak\GE20619	EOG09190IKY
FBgn0052241	FBgn0237919	Dyak\GE20611	EOG09190JFQ
FBgn0052243	FBgn0237910	Dyak\GE20602	EOG091906RW
FBgn0052246	FBgn0238718	Dyak\GE21461	EOG09190675
FBgn0052248	FBgn0238710	Dyak\GE21452	EOG09190JT8
FBgn0052249	FBgn0238709	Dyak\GE21451	EOG09190I6M
FBgn0052250	FBgn0238698	Dyak\GE21440	EOG09190CEO
FBgn0052251	FBgn0238697	Dyak\GE21439	EOG091902I3
FBgn0052255	FBgn0238663	Dyak\GE21403	EOG091906Z4
FBgn0052259	FBgn0238668	Dyak\GE21408	EOG09190JCN
FBgn0052260	FBgn0238676	Dyak\GE21416	EOG0919079A
FBgn0052262	FBgn0237979	Dyak\GE20674	EOG09190BXF
FBgn0052263	FBgn0237978	Dyak\GE20673	EOG09190GGR
FBgn0052264	FBgn0237983	Dyak\GE20678	EOG091904EZ
FBgn0052267	FBgn0237988	Dyak\GE20683	EOG09190KY0
FBgn0052268	FBgn0237993	Dyak\GE20688	EOG09190M4N
FBgn0052269	FBgn0277323	Dyak\GE29168	EOG09190BQS
FBgn0052270	FBgn0238005	Dyak\GE20701	EOG09190E57
FBgn0052271	FBgn0238010	Dyak\GE20706	EOG09190DVD
FBgn0052274	FBgn0237994	Dyak\GE20689	EOG09190KEJ
FBgn0052277	FBgn0238008	Dyak\GE20704	EOG09190DPB
FBgn0052280	FBgn0237680	Dyak\GE20364	EOG09190J2A
FBgn0052281	FBgn0238593	Dyak\GE21330	EOG091907AT
FBgn0052282	FBgn0238615	Dyak\GE21353	EOG09190K8V
FBgn0052284	FBgn0238599	Dyak\GE21336	EOG09190JGI
FBgn0052296	FBgn0238940	Dyak\GE21692	EOG091901I2
FBgn0052298	FBgn0238955	Dyak\GE21707	EOG09190G5N
FBgn0052299	FBgn0238956	Dyak\GE21708	EOG09190I6C
FBgn0052302	FBgn0237629	Dyak\GE20311	EOG09190FF3
FBgn0052304	FBgn0237628	Dyak\GE20310	EOG09190ED4
FBgn0052313	FBgn0238237	Dyak\GE20951	EOG09190EXC
FBgn0052319	FBgn0238244	Dyak\GE20959	EOG09190FME
FBgn0052320	FBgn0238427	Dyak\GE21151	EOG091904YG
FBgn0052333	FBgn0238415	Dyak\GE21138	EOG0919014B
FBgn0052343	FBgn0238309	Dyak\GE21029	EOG091906V8
FBgn0052344	FBgn0238310	Dyak\GE21030	EOG091902TT
FBgn0052350	FBgn0235431	Dyak\GE17997	EOG091907UC
FBgn0052351	FBgn0238060	Dyak\GE20760	EOG0919054L
FBgn0052354	FBgn0238573	Dyak\GE21306	EOG091903V6
FBgn0052364	FBgn0238589	Dyak\GE21325	EOG09190ECW
FBgn0052365	FBgn0238891	Dyak\GE21641	EOG0919090H
FBgn0052368	FBgn0238895	Dyak\GE21645	EOG09190KBA
FBgn0052369	FBgn0237703	Dyak\GE20387	EOG091901VE
FBgn0052371	FBgn0277314	Dyak\GE29159	EOG09190EVB
FBgn0052373	FBgn0238890	Dyak\GE21639	EOG0919082J
FBgn0052379	FBgn0238866	Dyak\GE21614	EOG09190AVW
FBgn0052380	FBgn0237732	Dyak\GE20416	EOG091909EC
FBgn0052391	FBgn0275690	Dyak\GE27535	EOG09190F39
FBgn0052392	FBgn0237782	Dyak\GE20467	EOG09190BUD
FBgn0052396	FBgn0238821	Dyak\GE21566	EOG0919089M
FBgn0052404	FBgn0237820	Dyak\GE20506	EOG09190IX5
FBgn0052405	FBgn0237821	Dyak\GE20507	EOG09190IZC
FBgn0052406	FBgn0238781	Dyak\GE21524	EOG09190AZ3
FBgn0052407	FBgn0238779	Dyak\GE21522	EOG09190FIW
FBgn0052409	FBgn0238777	Dyak\GE21520	EOG09190CUI
FBgn0052412	FBgn0237839	Dyak\GE20526	EOG09190B3Y
FBgn0052413	FBgn0237838	Dyak\GE20525	EOG09190BN6
FBgn0052418	FBgn0237851	Dyak\GE20539	EOG09190FSK
FBgn0052423	FBgn0237877	Dyak\GE20568	EOG091908UC
FBgn0052436	FBgn0237082	Dyak\GE19749	EOG091900DE
FBgn0052442	FBgn0239547	Dyak\GE22323	EOG09190FKO
FBgn0052446	FBgn0237115	Dyak\GE19782	EOG09190JXO
FBgn0052448	FBgn0236862	Dyak\GE19521	EOG09190JWP
FBgn0052457	FBgn0235555	Dyak\GE18121	EOG09190JBX
FBgn0052459	FBgn0236829	Dyak\GE19488	EOG09190CCU
FBgn0052461	FBgn0236825	Dyak\GE19484	EOG09190F6A
FBgn0052463	FBgn0232766	Dyak\GE15178	EOG09190DCK
FBgn0052476	FBgn0238350	Dyak\GE21070	EOG0919099E
FBgn0052479	FBgn0238385	Dyak\GE21106	EOG091902E5
FBgn0052483	FBgn0238288	Dyak\GE21005	EOG091907LO
FBgn0052484	FBgn0237669	Dyak\GE20353	EOG091903TB
FBgn0052485	FBgn0237670	Dyak\GE20354	EOG09190EYO
FBgn0052487	FBgn0238926	Dyak\GE21678	EOG09190EKM
FBgn0052488	FBgn0238927	Dyak\GE21679	EOG09190BWK
FBgn0052499	FBgn0232852	Dyak\GE15265	EOG091906VB
FBgn0052506	FBgn0235323	Dyak\GE17885	EOG091901L9
FBgn0052512	FBgn0232901	Dyak\GE15318	EOG09190CMB
FBgn0052521	FBgn0232894	Dyak\GE15311	EOG09190IT0
FBgn0052528	FBgn0233435	Dyak\GE15874	EOG09190AI3
FBgn0052529	FBgn0233440	Dyak\GE15879	EOG09190176
FBgn0052532	FBgn0234849	Dyak\GE17381	EOG091908OO
FBgn0052533	FBgn0234858	Dyak\GE17390	EOG091901V5
FBgn0052536	FBgn0234867	Dyak\GE17399	EOG09190GF2
FBgn0052537	FBgn0234868	Dyak\GE17400	EOG09190E3U
FBgn0052544	FBgn0235202	Dyak\GE17757	EOG09190I15
FBgn0052547	FBgn0233100	Dyak\GE15527	EOG09190431
FBgn0052548	FBgn0233103	Dyak\GE15530	EOG09190H8Z
FBgn0052549	FBgn0233105	Dyak\GE15532	EOG091903C9
FBgn0052551	FBgn0275499	Dyak\GE27344	EOG09190JC9
FBgn0052553	FBgn0275707	Dyak\GE27552	EOG09190KCS
FBgn0052554	FBgn0233139	Dyak\GE15567	EOG09190ESO
FBgn0052557	FBgn0233137	Dyak\GE15565	EOG091904J7
FBgn0052563	FBgn0235101	Dyak\GE17650	EOG09190L2Y
FBgn0052564	FBgn0235100	Dyak\GE17649	EOG09190JSW
FBgn0052568	FBgn0235073	Dyak\GE17620	EOG09190CVP
FBgn0052569	FBgn0235072	Dyak\GE17619	EOG09190FTB
FBgn0052570	FBgn0235071	Dyak\GE17618	EOG09190FTI
FBgn0052571	FBgn0235070	Dyak\GE17617	EOG09190CC7
FBgn0052572	FBgn0235069	Dyak\GE17616	EOG091906WS
FBgn0052573	FBgn0234759	Dyak\GE17285	EOG091909R0
FBgn0052574	FBgn0235074	Dyak\GE17621	EOG09190GE5
FBgn0052576	FBgn0233535	Dyak\GE15981	EOG09190IYI
FBgn0052579	FBgn0234739	Dyak\GE17261	EOG09190AYB
FBgn0052580	FBgn0234725	Dyak\GE17247	EOG09190CG0
FBgn0052590	FBgn0233645	Dyak\GE16097	EOG09190HEX
FBgn0052591	FBgn0233628	Dyak\GE16080	EOG09190HE2
FBgn0052594	FBgn0234639	Dyak\GE17159	EOG091903YR
FBgn0052600	FBgn0234622	Dyak\GE17141	EOG09190C21
FBgn0052603	FBgn0234601	Dyak\GE17120	EOG09190EPT
FBgn0052626	FBgn0233680	Dyak\GE16134	EOG091902R6
FBgn0052631	FBgn0234568	Dyak\GE17085	EOG09190GB5
FBgn0052638	FBgn0233718	Dyak\GE16176	EOG09190H81
FBgn0052639	FBgn0233710	Dyak\GE16167	EOG09190IWY
FBgn0052642	FBgn0276042	Dyak\GE27887	EOG09190H8K
FBgn0052643	FBgn0234521	Dyak\GE17037	EOG09190KFE
FBgn0052644	FBgn0234519	Dyak\GE17035	EOG09190H3V
FBgn0052645	FBgn0234532	Dyak\GE17048	EOG091902JC
FBgn0052649	FBgn0233734	Dyak\GE16192	EOG091905M7
FBgn0052650	FBgn0233735	Dyak\GE16193	EOG09190C3F
FBgn0052651	FBgn0233757	Dyak\GE16216	EOG09190AIT
FBgn0052654	FBgn0234503	Dyak\GE17017	EOG0919015L
FBgn0052655	FBgn0234215	Dyak\GE16718	EOG09190ESR
FBgn0052666	FBgn0233500	Dyak\GE15943	EOG0919096P
FBgn0052667	FBgn0234790	Dyak\GE17318	EOG09190JN3
FBgn0052668	FBgn0234787	Dyak\GE17314	EOG091902XG
FBgn0052669	FBgn0277357	Dyak\GE29202	EOG091905OL
FBgn0052672	FBgn0068349	Dyak\GE15373	EOG09190IKM
FBgn0052675	FBgn0232952	Dyak\GE15374	EOG09190B77
FBgn0052676	FBgn0232954	Dyak\GE15376	EOG09190AN7
FBgn0052677	FBgn0235292	Dyak\GE17852	EOG091900UZ
FBgn0052679	FBgn0232976	Dyak\GE15398	EOG09190DYX
FBgn0052681	FBgn0232974	Dyak\GE15396	EOG091900ZS
FBgn0052683	FBgn0232971	Dyak\GE15393	EOG09190554
FBgn0052685	FBgn0232994	Dyak\GE15418	EOG0919016U
FBgn0052686	FBgn0232975	Dyak\GE15397	EOG0919036I
FBgn0052687	FBgn0232966	Dyak\GE15388	EOG09190AZ9
FBgn0052693	FBgn0235269	Dyak\GE17828	EOG09190FT5
FBgn0052694	FBgn0235262	Dyak\GE17821	EOG09190GHA
FBgn0052695	FBgn0233006	Dyak\GE15430	EOG09190KSR
FBgn0052698	FBgn0235252	Dyak\GE17810	EOG09190BAW
FBgn0052699	FBgn0233019	Dyak\GE15443	EOG091906CQ
FBgn0052702	FBgn0233020	Dyak\GE15444	EOG0919001G
FBgn0052703	FBgn0233035	Dyak\GE15459	EOG091902IC
FBgn0052704	FBgn0233038	Dyak\GE15462	EOG0919021G
FBgn0052707	FBgn0233381	Dyak\GE15816	EOG091903IM
FBgn0052708	FBgn0233382	Dyak\GE15817	EOG09190GZF
FBgn0052718	FBgn0233302	Dyak\GE15735	EOG09190ITD
FBgn0052719	FBgn0234980	Dyak\GE17520	EOG091901XU
FBgn0052720	FBgn0276941	Dyak\GE28786	EOG09190BYW
FBgn0052732	FBgn0235013	Dyak\GE17555	EOG0919071X
FBgn0052736	FBgn0277290	Dyak\GE29135	EOG09190KH5
FBgn0052750	FBgn0233999	Dyak\GE16480	EOG09190CF2
FBgn0052755	FBgn0235023	Dyak\GE17566	EOG09190G3X
FBgn0052758	FBgn0234286	Dyak\GE16793	EOG091905XP
FBgn0052762	FBgn0234303	Dyak\GE16811	EOG09190IK1
FBgn0052767	FBgn0234318	Dyak\GE16826	EOG0919087M
FBgn0052772	FBgn0233904	Dyak\GE16375	EOG0919084A
FBgn0052774	FBgn0234358	Dyak\GE16866	EOG09190KSW
FBgn0052791	FBgn0234378	Dyak\GE16888	EOG091908D7
FBgn0052792	FBgn0233838	Dyak\GE16304	EOG091905AX
FBgn0052793	FBgn0233823	Dyak\GE16287	EOG0919063H
FBgn0052801	FBgn0234482	Dyak\GE16996	EOG09190H2K
FBgn0052803	FBgn0234483	Dyak\GE16997	EOG09190KAT
FBgn0052806	FBgn0234205	Dyak\GE16708	EOG09190HBU
FBgn0052808	FBgn0234041	Dyak\GE16525	EOG09190DR5
FBgn0052811	FBgn0276659	Dyak\GE28504	EOG09190KJ6
FBgn0052813	FBgn0234182	Dyak\GE16685	EOG091908BV
FBgn0052815	FBgn0234148	Dyak\GE16650	EOG09190EMS
FBgn0052816	FBgn0234101	Dyak\GE16590	EOG09190EMP
FBgn0052831	FBgn0235932	Dyak\GE18521	EOG09190J4L
FBgn0052832	FBgn0230850	Dyak\GE13155	EOG09190HSG
FBgn0052833	FBgn0229416	Dyak\GE11618	EOG09190EBI
FBgn0052843	FBgn0231052	Dyak\GE13373	EOG0919064S
FBgn0052845	FBgn0238312	Dyak\GE21032	EOG09190A52
FBgn0052846	FBgn0238929	Dyak\GE21681	EOG09190F02
FBgn0052850	FBgn0232147	Dyak\GE14547	EOG09190HF2
FBgn0052855	FBgn0275785	Dyak\GE27630	EOG091908FR
FBgn0052856	FBgn0243372	Dyak\GE26343	EOG09190JDV
FBgn0052944	FBgn0242430	Dyak\GE25352	EOG09190515
FBgn0052945	FBgn0228973	Dyak\GE11149	EOG09190FV3
FBgn0052971	FBgn0276416	Dyak\GE28261	EOG09190JI0
FBgn0052982	FBgn0236211	Dyak\GE18827	EOG091904YB
FBgn0052983	FBgn0236185	Dyak\GE18799	EOG09190FG8
FBgn0052986	FBgn0236182	Dyak\GE18796	EOG09190J64
FBgn0052987	FBgn0236183	Dyak\GE18797	EOG09190E5Q
FBgn0052988	FBgn0236184	Dyak\GE18798	EOG09190IAP
FBgn0053002	FBgn0232304	Dyak\GE14710	EOG09190HKH
FBgn0053003	FBgn0235711	Dyak\GE18286	EOG091908DY
FBgn0053017	FBgn0229566	Dyak\GE11772	EOG091900R8
FBgn0053051	FBgn0239381	Dyak\GE22152	EOG09190HPL
FBgn0053052	FBgn0239380	Dyak\GE22151	EOG09190DK8
FBgn0053057	FBgn0238575	Dyak\GE21308	EOG09190HAV
FBgn0053062	FBgn0276841	Dyak\GE28686	EOG09190JXG
FBgn0053080	FBgn0234287	Dyak\GE16794	EOG0919023U
FBgn0053082	FBgn0234154	Dyak\GE16656	EOG09190H4K
FBgn0053087	FBgn0236543	Dyak\GE19184	EOG09190008
FBgn0053092	FBgn0228123	Dyak\GE10250	EOG091904BQ
FBgn0053093	FBgn0241169	Dyak\GE24029	EOG09190BOD
FBgn0053094	FBgn0242749	Dyak\GE25689	EOG0919080X
FBgn0053095	FBgn0240735	Dyak\GE23559	EOG09190GUP
FBgn0053096	FBgn0240734	Dyak\GE23558	EOG09190DGU
FBgn0053098	FBgn0243220	Dyak\GE26184	EOG09190EUS
FBgn0053099	FBgn0241170	Dyak\GE24030	EOG09190BDL
FBgn0053100	FBgn0228671	Dyak\GE10831	EOG09190ECL
FBgn0053107	FBgn0241165	Dyak\GE24023	EOG09190E06
FBgn0053108	FBgn0240621	Dyak\GE23437	EOG09190FTK
FBgn0053109	FBgn0068340	Dyak\GE10047	EOG09190CL9
FBgn0053110	FBgn0228179	Dyak\GE10311	EOG09190BDF
FBgn0053111	FBgn0241068	Dyak\GE23920	EOG09190AR2
FBgn0053113	FBgn0236105	Dyak\GE18708	EOG091907YA
FBgn0053116	FBgn0230953	Dyak\GE13266	EOG091907XM
FBgn0053120	FBgn0230425	Dyak\GE12700	EOG091904PG
FBgn0053124	FBgn0232798	Dyak\GE15210	EOG091905Q3
FBgn0053125	FBgn0232648	Dyak\GE15058	EOG091901ZU
FBgn0053126	FBgn0233182	Dyak\GE15611	EOG09190EBT
FBgn0053127	FBgn0275786	Dyak\GE27631	EOG09190CZP
FBgn0053128	FBgn0235049	Dyak\GE17593	EOG09190AW6
FBgn0053129	FBgn0230839	Dyak\GE13143	EOG091904IW
FBgn0053136	FBgn0231539	Dyak\GE13894	EOG09190GWS
FBgn0053137	FBgn0230258	Dyak\GE12520	EOG09190GPC
FBgn0053138	FBgn0230257	Dyak\GE12519	EOG0919032B
FBgn0053140	FBgn0236473	Dyak\GE19113	EOG091902ZG
FBgn0053143	FBgn0231632	Dyak\GE14001	EOG091903UX
FBgn0053144	FBgn0230782	Dyak\GE13078	EOG091902B3
FBgn0053145	FBgn0231155	Dyak\GE13486	EOG09190ADB
FBgn0053147	FBgn0229774	Dyak\GE11996	EOG0919087F
FBgn0053155	FBgn0230304	Dyak\GE12573	EOG09190KP1
FBgn0053156	FBgn0231031	Dyak\GE13352	EOG091908VW
FBgn0053158	FBgn0237188	Dyak\GE19857	EOG091901Q4
FBgn0053159	FBgn0238009	Dyak\GE20705	EOG09190E91
FBgn0053160	FBgn0238006	Dyak\GE20702	EOG09190DLL
FBgn0053170	FBgn0239858	Dyak\GE22644	EOG09190JJJ
FBgn0053172	FBgn0234697	Dyak\GE17219	EOG091903NP
FBgn0053177	FBgn0234642	Dyak\GE17163	EOG09190HM7
FBgn0053178	FBgn0234643	Dyak\GE17164	EOG09190HS7
FBgn0053179	FBgn0230502	Dyak\GE12781	EOG09190ASN
FBgn0053180	FBgn0233559	Dyak\GE16006	EOG0919016T
FBgn0053181	FBgn0233354	Dyak\GE15789	EOG091905ZV
FBgn0053189	FBgn0241923	Dyak\GE24822	EOG09190K31
FBgn0053193	FBgn0241130	Dyak\GE23988	EOG0919070C
FBgn0053198	FBgn0229722	Dyak\GE11942	EOG09190J88
FBgn0053199	FBgn0068226	Dyak\GE22689	EOG09190KPK
FBgn0053200	FBgn0231803	Dyak\GE14181	EOG09190K5P
FBgn0053202	FBgn0241236	Dyak\GE24097	EOG09190E7K
FBgn0053203	FBgn0228348	Dyak\GE10488	EOG091909K0
FBgn0053207	FBgn0241448	Dyak\GE24325	EOG091907OG
FBgn0053208	FBgn0241818	Dyak\GE24713	EOG0919001K
FBgn0053213	FBgn0228389	Dyak\GE10532	EOG09190B4W
FBgn0053217	FBgn0239868	Dyak\GE22655	EOG091904I5
FBgn0053229	FBgn0238348	Dyak\GE21068	EOG09190HOO
FBgn0053230	FBgn0277211	Dyak\GE29056	EOG09190AA2
FBgn0053233	FBgn0237652	Dyak\GE20334	EOG0919092U
FBgn0053234	FBgn0237653	Dyak\GE20335	EOG09190AON
FBgn0053260	FBgn0237330	Dyak\GE20005	EOG09190CYZ
FBgn0053262	FBgn0239190	Dyak\GE21955	EOG09190FA9
FBgn0053263	FBgn0237390	Dyak\GE20066	EOG09190FDU
FBgn0053265	FBgn0237478	Dyak\GE20156	EOG091908UU
FBgn0053276	FBgn0237715	Dyak\GE20399	EOG09190JCT
FBgn0053278	FBgn0238870	Dyak\GE21618	EOG09190B9I
FBgn0053281	FBgn0235652	Dyak\GE18223	EOG09190ARB
FBgn0053282	FBgn0235653	Dyak\GE18224	EOG0919084I
FBgn0053284	FBgn0237061	Dyak\GE19728	EOG09190K2G
FBgn0053288	FBgn0277264	Dyak\GE29109	EOG091901WA
FBgn0053293	FBgn0277242	Dyak\GE29087	EOG09190KO3
FBgn0053299	FBgn0236241	Dyak\GE18860	EOG09190IHO
FBgn0053302	FBgn0236273	Dyak\GE18895	EOG09190F0Z
FBgn0053303	FBgn0243063	Dyak\GE26020	EOG09190AYJ
FBgn0053306	FBgn0229186	Dyak\GE11373	EOG09190EEA
FBgn0053307	FBgn0229191	Dyak\GE11378	EOG09190HJS
FBgn0053309	FBgn0275544	Dyak\GE27389	EOG0919074E
FBgn0053310	FBgn0277151	Dyak\GE28996	EOG0919032O
FBgn0053322	FBgn0231205	Dyak\GE13542	EOG091907DW
FBgn0053325	FBgn0235495	Dyak\GE18061	EOG09190CHM
FBgn0053329	FBgn0227929	Dyak\GE10046	EOG09190D5O
FBgn0053333	FBgn0228013	Dyak\GE10132	EOG09190KE0
FBgn0053339	FBgn0240657	Dyak\GE23477	EOG09190D5T
FBgn0053340	FBgn0240658	Dyak\GE23478	EOG09190HR9
FBgn0053341	FBgn0240660	Dyak\GE23480	EOG09190C24
FBgn0053348	FBgn0236447	Dyak\GE19086	EOG09190FFQ
FBgn0053349	FBgn0236448	Dyak\GE19087	EOG0919076P
FBgn0053458	FBgn0229589	Dyak\GE11797	EOG09190DKV
FBgn0053459	FBgn0275838	Dyak\GE27683	EOG09190CS0
FBgn0053460	FBgn0229522	Dyak\GE11728	EOG09190DOR
FBgn0053461	FBgn0229523	Dyak\GE11729	EOG09190AEN
FBgn0053462	FBgn0229524	Dyak\GE11730	EOG09190C2T
FBgn0053463	FBgn0231743	Dyak\GE14120	EOG09190HHW
FBgn0053465	FBgn0231754	Dyak\GE14131	EOG09190873
FBgn0053468	FBgn0230057	Dyak\GE12301	EOG09190GO2
FBgn0053469	FBgn0230058	Dyak\GE12302	EOG09190H6P
FBgn0053475	FBgn0238812	Dyak\GE21557	EOG09190HQL
FBgn0053481	FBgn0232123	Dyak\GE14521	EOG09190CTE
FBgn0053483	FBgn0240544	Dyak\GE23351	EOG09190H3K
FBgn0053489	FBgn0237526	Dyak\GE20205	EOG091905WY
FBgn0053490	FBgn0237527	Dyak\GE20206	EOG091905W3
FBgn0053493	FBgn0237582	Dyak\GE20263	EOG09190JLM
FBgn0053494	FBgn0228537	Dyak\GE10691	EOG09190KWK
FBgn0053505	FBgn0230034	Dyak\GE12278	EOG091907JV
FBgn0053506	FBgn0230035	Dyak\GE12279	EOG09190B7L
FBgn0053508	FBgn0230713	Dyak\GE13005	EOG091907CI
FBgn0053509	FBgn0230714	Dyak\GE13006	EOG09190A7N
FBgn0053510	FBgn0230715	Dyak\GE13007	EOG09190AX7
FBgn0053511	FBgn0230716	Dyak\GE13008	EOG091908SW
FBgn0053512	FBgn0241726	Dyak\GE24616	EOG09190B70
FBgn0053513	FBgn0234039	Dyak\GE16522	EOG091901C8
FBgn0053514	FBgn0238701	Dyak\GE21443	EOG09190D8E
FBgn0053516	FBgn0232825	Dyak\GE15237	EOG091909MY
FBgn0053517	FBgn0234816	Dyak\GE17345	EOG091904EJ
FBgn0053519	FBgn0229302	Dyak\GE11499	EOG09190025
FBgn0053523	FBgn0238780	Dyak\GE21523	EOG091904MG
FBgn0053526	FBgn0234656	Dyak\GE17177	EOG091903WL
FBgn0053527	FBgn0229244	Dyak\GE11439	EOG09190KSE
FBgn0053530	FBgn0231666	Dyak\GE14037	EOG09190IVU
FBgn0053532	FBgn0230937	Dyak\GE13248	EOG09190G82
FBgn0053533	FBgn0068182	Dyak\GE13249	EOG09190IDE
FBgn0053542	FBgn0235165	Dyak\GE17718	EOG09190B4X
FBgn0053543	FBgn0232855	Dyak\GE15268	EOG091909CS
FBgn0053544	FBgn0229607	Dyak\GE11817	EOG09190HRB
FBgn0053547	FBgn0242323	Dyak\GE25240	EOG091900D0
FBgn0053548	FBgn0276103	Dyak\GE27948	EOG091904PB
FBgn0053552	FBgn0230476	Dyak\GE12754	EOG09190HXP
FBgn0053554	FBgn0229075	Dyak\GE11256	EOG0919001M
FBgn0053556	FBgn0238847	Dyak\GE21592	EOG091900TX
FBgn0053557	FBgn0235263	Dyak\GE17822	EOG09190IJ4
FBgn0053558	FBgn0241488	Dyak\GE24367	EOG091902TO
FBgn0053626	FBgn0230201	Dyak\GE12458	EOG09190HJU
FBgn0053627	FBgn0230202	Dyak\GE12459	EOG09190GCM
FBgn0053635	FBgn0233901	Dyak\GE16372	EOG09190GUR
FBgn0053639	FBgn0233122	Dyak\GE15549	EOG091908VR
FBgn0053640	FBgn0236063	Dyak\GE18662	EOG09190IS2
FBgn0053653	FBgn0232169	Dyak\GE14573	EOG091900RX
FBgn0053658	FBgn0277208	Dyak\GE29053	EOG09190G71
FBgn0053673	FBgn0232886	Dyak\GE15302	EOG09190HID
FBgn0053679	FBgn0238117	Dyak\GE20825	EOG09190GKZ
FBgn0053687	FBgn0236869	Dyak\GE19528	EOG09190H5Y
FBgn0053690	FBgn0236871	Dyak\GE19530	EOG09190HQ0
FBgn0053696	FBgn0238152	Dyak\GE20863	EOG091909US
FBgn0053700	FBgn0238498	Dyak\GE21225	EOG09190HUR
FBgn0053702	FBgn0238499	Dyak\GE21226	EOG09190GBC
FBgn0053703	FBgn0238500	Dyak\GE21227	EOG09190GUA
FBgn0053704	FBgn0229917	Dyak\GE12150	EOG09190KOB
FBgn0053721	FBgn0228155	Dyak\GE10282	EOG09190GFP
FBgn0053723	FBgn0228369	Dyak\GE10511	EOG09190H0X
FBgn0053725	FBgn0239143	Dyak\GE21904	EOG09190GMN
FBgn0053752	FBgn0277179	Dyak\GE29024	EOG09190GQA
FBgn0053764	FBgn0277135	Dyak\GE28980	EOG09190HR0
FBgn0053768	FBgn0239839	Dyak\GE22623	EOG09190GE1
FBgn0053769	FBgn0239840	Dyak\GE22624	EOG09190H6G
